Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Admission grade,Previous qualification (grade),Scholarship holder,Tuition fees up to date,Debtor,Age at enrollment,Gender,International,Previous qualification,Application mode,Daytime/evening attendance,Displaced,Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Marital status,Application order,Course,1st_sem_success_rate,2nd_sem_success_rate,academic_potential,age_group,Target
4,13.5,3,11.666666666666666,120.0,133.1,0,0,1,31,1,0,1,39,1,0,5,13,5,12,1,1,9085,0.8,0.6,126.55,30+,Dropout
6,14.75,5,14.333333333333334,150.0,133.1,0,1,0,21,1,0,1,17,1,0,6,8,6,9,1,1,9670,1.0,0.8333333333333334,141.55,21-25,Graduate
5,12.375,5,11.666666666666666,115.6,124.0,1,1,0,20,1,0,1,1,1,0,5,8,5,7,1,1,9147,1.0,1.0,119.8,17-20,Graduate
6,12.733333333333334,6,12.733333333333334,119.1,119.1,0,1,0,22,1,0,6,43,1,0,7,7,7,7,1,2,9500,0.8571428571428571,0.8571428571428571,119.1,21-25,Graduate
4,12.5,0,6.874999999999999,123.5,128.0,0,0,0,19,1,0,1,1,1,1,6,9,6,6,1,2,9070,0.6666666666666666,0.0,125.75,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,120.0,133.1,0,0,1,34,1,0,1,39,1,1,5,5,5,5,1,1,9130,0.0,0.0,126.55,30+,Dropout
0,7.399999999999999,0,6.874999999999999,110.0,133.1,0,1,0,27,1,0,19,43,1,1,7,7,7,7,1,1,9500,0.0,0.0,121.55,26-30,Dropout
7,13.44285714285714,7,13.771428571428572,131.4,145.0,0,1,0,19,0,0,1,17,1,0,7,7,8,8,1,1,9500,1.0,0.875,138.2,17-20,Dropout
8,14.2,8,14.2,126.8,141.0,1,1,0,20,0,1,1,18,1,1,8,8,8,8,1,2,9500,1.0,1.0,133.9,17-20,Graduate
6,13.55,6,13.55,118.9,118.9,1,1,0,19,0,0,6,43,1,1,7,7,7,7,1,3,9500,0.8571428571428571,0.8571428571428571,118.9,17-20,Graduate
5,11.6,5,11.166666666666666,160.0,160.0,0,1,0,34,0,0,1,39,0,0,5,5,5,6,2,1,9991,1.0,1.0,160.0,30+,Graduate
6,13.571428571428571,6,15.285714285714286,115.9,111.0,0,1,0,22,0,0,1,17,1,1,6,7,6,7,1,3,9773,1.0,1.0,113.45,21-25,Graduate
6,13.833333333333334,6,15.0,109.3,111.0,1,1,0,20,0,0,1,1,1,1,6,6,6,6,1,2,9254,1.0,1.0,110.15,17-20,Graduate
4,11.25,4,10.857142857142858,113.9,123.0,0,0,1,18,0,0,1,1,1,1,6,7,6,9,1,1,9670,0.6666666666666666,0.6666666666666666,118.45,17-20,Dropout
5,10.2,4,11.25,121.8,133.0,1,1,0,18,0,0,1,1,1,1,6,7,6,9,1,1,9238,0.8333333333333334,0.6666666666666666,127.4,17-20,Graduate
7,15.675714285714283,7,15.675714285714283,140.0,140.0,0,1,0,30,0,0,3,7,1,0,8,8,8,8,1,1,9500,0.875,0.875,140.0,26-30,Graduate
6,10.833333333333334,6,12.0,114.7,122.0,1,1,1,18,0,0,1,18,1,0,6,9,6,8,1,1,9238,1.0,1.0,118.35,17-20,Graduate
6,14.5,5,15.0,120.0,128.0,1,1,0,20,0,0,1,1,1,1,6,6,6,7,1,1,9254,1.0,0.8333333333333334,124.0,17-20,Enrolled
4,10.4,4,10.75,107.3,108.0,1,1,0,19,0,0,1,1,1,0,6,12,6,11,1,1,9238,0.6666666666666666,0.6666666666666666,107.65,17-20,Enrolled
5,13.0,5,13.333333333333334,136.2,139.0,0,1,0,19,0,0,1,17,1,0,5,7,5,7,1,1,9085,1.0,1.0,137.6,17-20,Graduate
7,12.242857142857144,8,14.125,119.5,130.0,1,1,0,21,0,0,1,1,1,1,7,7,8,8,1,2,9556,1.0,1.0,124.75,21-25,Graduate
7,13.0,6,12.5,106.0,133.1,0,1,1,21,0,0,1,18,1,1,7,7,7,8,1,1,9853,1.0,0.8571428571428571,119.55,21-25,Enrolled
6,14.166666666666666,6,13.428571428571429,124.1,130.0,0,1,0,18,0,0,1,1,1,1,6,6,6,7,1,3,9670,1.0,1.0,127.05,17-20,Enrolled
4,14.25,4,12.5,133.2,143.0,1,1,0,18,0,0,1,1,1,1,5,11,5,7,1,3,9147,0.8,0.8,138.1,17-20,Graduate
1,12.0,2,10.5,110.0,110.0,0,0,0,34,0,0,1,39,1,0,5,14,5,11,4,1,9085,0.2,0.4,110.0,30+,Dropout
4,13.25,5,13.82,114.8,120.0,0,1,0,21,0,1,1,1,1,1,7,11,7,9,1,3,9500,0.5714285714285714,0.7142857142857143,117.4,21-25,Enrolled
6,13.183333333333332,6,13.183333333333332,130.0,140.0,1,1,0,18,1,0,1,1,1,1,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,135.0,17-20,Graduate
1,11.0,0,6.874999999999999,122.6,125.0,0,1,0,22,1,0,1,17,1,1,6,6,6,6,1,3,9070,0.1666666666666666,0.0,123.8,21-25,Enrolled
7,11.9725,8,12.65125,133.5,134.0,1,1,0,20,1,0,1,17,1,1,7,8,8,8,1,1,9500,1.0,1.0,133.75,17-20,Graduate
5,12.4,5,12.8,120.0,130.0,0,1,0,34,0,0,1,39,1,1,6,7,6,8,2,1,9254,0.8333333333333334,0.8333333333333334,125.0,30+,Graduate
5,12.6,5,11.25,120.0,120.0,0,1,0,33,0,0,3,7,1,0,8,9,7,13,2,1,9147,0.625,0.7142857142857143,120.0,30+,Enrolled
6,13.9,6,13.9,137.3,142.0,1,1,0,22,0,0,1,1,1,1,7,7,7,7,1,3,9500,0.8571428571428571,0.8571428571428571,139.65,21-25,Graduate
4,11.5,3,11.0,123.5,127.0,1,1,0,20,0,0,1,17,1,1,6,11,6,12,1,3,9254,0.6666666666666666,0.5,125.25,17-20,Enrolled
4,14.2,4,11.857142857142858,131.8,140.0,0,1,0,34,0,0,1,39,1,0,5,6,5,10,2,1,9147,0.8,0.8,135.9,30+,Enrolled
3,10.666666666666666,3,10.666666666666666,130.0,140.0,0,0,0,34,0,0,1,39,1,1,5,12,5,15,2,1,9147,0.6,0.6,135.0,30+,Dropout
0,7.399999999999999,0,6.874999999999999,128.0,142.0,0,0,0,19,0,0,1,18,1,1,7,14,8,0,1,3,9500,0.0,0.0,135.0,17-20,Dropout
6,11.0,3,11.333333333333334,95.0,120.0,1,1,0,34,0,0,1,39,1,0,6,10,6,14,4,1,9254,1.0,0.5,107.5,30+,Graduate
7,13.957142857142856,7,13.957142857142856,116.0,124.0,1,1,0,21,0,0,1,1,1,1,8,8,8,8,1,2,9500,0.875,0.875,120.0,21-25,Graduate
4,12.5,3,13.666666666666666,136.7,157.0,0,1,0,22,0,0,1,1,1,1,6,11,6,13,1,1,9238,0.6666666666666666,0.5,146.85,21-25,Enrolled
6,13.333333333333334,6,15.285714285714286,107.5,126.6,1,1,1,34,0,0,1,39,1,0,6,8,6,7,2,1,9238,1.0,1.0,117.05,30+,Graduate
0,7.399999999999999,0,6.874999999999999,108.4,110.0,0,1,0,34,0,0,1,39,1,1,5,5,5,6,1,1,9119,0.0,0.0,109.2,30+,Dropout
6,11.666666666666666,5,11.6,130.7,144.0,0,1,0,20,0,0,1,17,1,1,6,9,6,8,1,1,9773,1.0,0.8333333333333334,137.35,17-20,Enrolled
6,15.714285714285714,6,15.5,155.9,160.0,0,1,0,33,0,0,39,44,0,0,6,7,6,7,2,1,8378,1.0,1.0,157.95,30+,Graduate
5,11.0,5,11.4,106.1,105.0,0,1,0,20,0,0,1,1,1,1,6,8,6,9,1,3,9254,0.8333333333333334,0.8333333333333334,105.55,17-20,Graduate
4,12.25,4,12.75,128.6,130.0,0,1,1,19,0,0,1,1,1,1,5,8,5,7,1,2,9670,0.8,0.8,129.3,17-20,Graduate
5,12.2,8,12.22222222222222,140.0,140.0,0,1,1,34,0,0,3,43,0,0,10,16,9,16,2,1,9991,0.5,0.8888888888888888,140.0,30+,Dropout
5,13.0,5,14.0,145.0,138.0,0,1,0,18,0,0,1,1,1,1,5,6,5,5,1,1,9147,1.0,1.0,141.5,17-20,Graduate
4,12.0,6,13.0,113.0,120.0,1,1,0,24,0,0,1,17,0,0,6,11,6,7,1,1,8378,0.6666666666666666,1.0,116.5,21-25,Graduate
6,13.333333333333334,6,12.333333333333334,137.1,135.0,0,1,0,18,0,0,1,1,1,1,6,6,6,7,1,1,9853,1.0,1.0,136.05,17-20,Graduate
3,13.0,3,13.0,119.7,119.0,0,1,0,20,0,0,1,1,1,1,5,6,5,7,1,1,9670,0.6,0.6,119.35,17-20,Enrolled
7,12.91,7,12.91,120.5,121.0,0,1,0,21,0,0,1,17,1,1,8,8,8,8,1,1,9500,0.875,0.875,120.75,21-25,Graduate
6,11.0,3,11.0,125.7,126.0,1,1,0,19,0,0,1,1,1,1,6,8,6,13,1,3,9238,1.0,0.5,125.85,17-20,Graduate
6,13.579999999999998,8,12.93625,125.5,132.0,1,1,0,19,0,0,1,17,1,0,7,8,8,8,1,3,9500,0.8571428571428571,1.0,128.75,17-20,Graduate
4,12.4,6,12.5,124.5,128.0,1,1,0,18,0,0,1,1,1,1,6,10,6,8,1,1,9238,0.6666666666666666,1.0,126.25,17-20,Graduate
8,12.88888888888889,7,13.0,126.0,160.0,1,1,0,34,0,0,1,39,0,0,9,13,7,9,4,1,8378,0.8888888888888888,1.0,143.0,30+,Graduate
10,11.545454545454543,9,11.7,136.2,125.0,0,1,1,21,1,0,1,1,1,1,10,12,10,16,1,1,8378,1.0,0.9,130.6,21-25,Enrolled
1,10.0,0,6.874999999999999,124.2,127.0,0,1,0,23,1,1,1,43,1,1,5,6,5,5,1,1,9147,0.2,0.0,125.6,21-25,Enrolled
8,14.34125,8,14.34125,138.5,147.0,0,1,0,19,0,0,1,17,1,1,8,8,8,8,1,3,9500,1.0,1.0,142.75,17-20,Graduate
6,14.142857142857142,5,12.0,122.3,130.0,0,0,1,18,0,0,1,1,1,1,6,8,6,6,1,2,9773,1.0,0.8333333333333334,126.15,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,126.0,134.0,1,1,0,18,0,0,1,1,1,1,2,0,2,0,1,3,8378,0.0,0.0,130.0,17-20,Graduate
5,11.8,4,11.25,135.4,140.0,0,1,0,24,0,0,1,39,1,1,6,10,6,13,1,1,9003,0.8333333333333334,0.6666666666666666,137.7,21-25,Enrolled
6,13.333333333333334,6,14.166666666666666,146.5,151.0,1,1,0,18,0,1,1,1,1,0,6,6,6,6,1,1,9773,1.0,1.0,148.75,17-20,Graduate
6,14.5,6,12.857142857142858,121.9,132.0,0,1,0,18,0,0,1,1,1,1,6,8,6,9,1,1,9130,1.0,1.0,126.95,17-20,Graduate
8,12.666666666666666,10,13.4,130.0,130.0,0,1,0,26,0,0,40,7,0,0,10,13,10,12,1,1,9991,0.8,1.0,130.0,26-30,Graduate
1,10.0,2,10.0,115.2,126.0,0,1,1,19,0,0,1,1,1,0,5,13,5,8,1,1,9147,0.2,0.4,120.6,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,115.2,119.0,1,1,0,19,0,0,1,18,1,1,6,10,6,6,1,3,9670,0.0,0.0,117.1,17-20,Dropout
4,11.0,4,12.5,125.1,123.0,0,1,0,19,0,0,1,1,1,0,6,12,6,6,1,1,9254,0.6666666666666666,0.6666666666666666,124.05,17-20,Enrolled
2,12.0,4,11.0,108.0,106.0,0,1,1,20,0,0,1,1,1,1,5,10,5,9,1,1,9130,0.4,0.8,107.0,17-20,Dropout
4,10.0,2,13.5,125.9,121.0,0,1,0,22,0,0,1,1,1,1,6,10,6,12,1,3,9254,0.6666666666666666,0.3333333333333333,123.45,21-25,Enrolled
7,14.20857142857143,8,15.127777777777778,128.0,138.0,0,1,0,19,0,0,1,1,1,1,7,7,8,9,1,2,9500,1.0,1.0,133.0,17-20,Graduate
7,14.30714285714286,8,15.0125,113.5,118.0,0,1,0,20,0,0,1,1,1,1,7,7,8,8,1,3,9500,1.0,1.0,115.75,17-20,Graduate
3,11.0,4,13.375,124.6,120.0,0,1,0,34,0,0,1,39,1,0,5,8,5,12,2,1,9147,0.6,0.8,122.3,30+,Enrolled
0,7.399999999999999,0,6.874999999999999,116.0,133.1,0,1,0,29,0,0,19,39,1,1,7,14,6,6,1,1,9853,0.0,0.0,124.55,26-30,Dropout
6,12.0,4,11.0,124.9,141.0,0,1,0,19,0,0,1,17,1,1,6,10,6,12,1,3,9238,1.0,0.6666666666666666,132.95,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,140.5,162.5,0,0,1,24,0,0,1,39,1,0,5,0,5,0,5,1,9147,0.0,0.0,151.5,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,160.15000000000003,162.5,0,0,1,27,0,0,1,39,1,0,6,6,6,7,5,1,9003,0.0,0.0,161.32500000000002,26-30,Dropout
6,13.857142857142858,6,14.285714285714286,116.1,115.0,1,1,0,18,0,0,1,17,1,1,6,7,6,7,1,1,9773,1.0,1.0,115.55,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,139.4,142.0,1,1,0,18,0,0,1,17,1,1,2,0,2,0,1,2,8378,0.0,0.0,140.7,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,129.0,135.0,0,1,0,21,0,0,1,17,1,1,7,0,7,0,1,3,9556,0.0,0.0,132.0,21-25,Dropout
5,11.0,5,13.0,135.6,150.0,1,1,0,34,0,0,1,39,1,0,6,8,6,9,2,1,9670,0.8333333333333334,0.8333333333333334,142.8,30+,Graduate
5,13.2,5,14.4,147.8,153.0,1,1,0,18,0,0,1,43,1,0,5,9,5,13,1,1,9147,1.0,1.0,150.4,17-20,Graduate
6,13.5,3,15.333333333333334,138.0,153.0,1,1,0,21,0,0,1,18,1,1,6,7,6,6,1,1,9085,1.0,0.5,145.5,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,150.0,150.0,0,1,0,26,0,0,3,7,1,0,5,5,5,0,1,1,9147,0.0,0.0,150.0,26-30,Dropout
7,14.214285714285714,7,14.214285714285714,130.8,144.0,1,1,0,19,0,0,1,1,1,1,8,8,8,8,1,3,9500,0.875,0.875,137.4,17-20,Graduate
5,13.0,5,12.4,122.6,130.0,0,1,0,18,0,0,1,1,1,0,5,5,5,5,1,1,9085,1.0,1.0,126.3,17-20,Graduate
2,12.0,1,10.0,119.1,125.0,0,1,0,22,0,0,1,1,1,1,6,13,6,14,1,1,9773,0.3333333333333333,0.1666666666666666,122.05,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,111.8,133.1,0,1,0,27,0,0,19,39,1,1,7,0,8,0,1,1,9500,0.0,0.0,122.45,26-30,Dropout
5,12.8,5,12.6,125.0,133.0,0,1,0,18,0,0,1,1,1,1,5,6,5,6,1,3,9147,1.0,1.0,129.0,17-20,Graduate
4,13.6,4,12.2,129.9,140.0,0,1,0,19,0,0,1,17,1,0,5,11,5,9,1,1,9085,0.8,0.8,134.95,17-20,Graduate
7,13.971428571428572,8,15.75,131.1,133.0,0,1,0,18,0,0,1,17,1,1,7,7,8,8,1,3,9500,1.0,1.0,132.05,17-20,Graduate
6,15.0,6,14.857142857142858,141.4,154.0,1,1,0,19,0,0,1,1,1,0,6,8,6,9,1,1,9085,1.0,1.0,147.7,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,120.0,133.1,0,0,0,32,0,0,1,39,1,0,6,0,6,0,1,1,9085,0.0,0.0,126.55,30+,Dropout
10,15.07777777777778,12,15.023529411764704,133.4,162.5,0,1,0,23,0,0,1,42,1,1,10,16,10,16,1,1,9500,1.0,1.2,147.95,21-25,Graduate
6,13.383333333333333,6,13.383333333333333,127.3,132.0,0,1,0,20,0,0,1,17,1,1,7,7,7,7,1,3,9500,0.8571428571428571,0.8571428571428571,129.65,17-20,Graduate
10,13.25,10,13.090909090909092,131.8,133.1,0,1,1,20,0,0,1,1,1,1,10,12,10,16,1,1,8378,1.0,1.0,132.45,17-20,Graduate
5,11.714285714285714,2,10.666666666666666,114.8,120.0,0,0,1,19,0,0,1,17,1,1,6,10,6,13,1,1,9238,0.8333333333333334,0.3333333333333333,117.4,17-20,Dropout
8,13.01125,8,13.01125,132.8,150.0,1,1,0,18,0,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,141.4,17-20,Graduate
3,10.666666666666666,4,12.0,140.0,140.0,0,1,0,21,0,0,39,44,1,0,6,12,6,12,1,1,9003,0.5,0.6666666666666666,140.0,21-25,Dropout
0,7.399999999999999,0,6.874999999999999,108.3,103.0,1,1,0,20,0,0,1,1,1,0,7,14,7,15,1,1,9500,0.0,0.0,105.65,17-20,Enrolled
6,13.0,3,12.666666666666666,150.0,150.0,0,1,0,22,0,0,39,44,1,1,6,9,6,16,1,1,9085,1.0,0.5,150.0,21-25,Graduate
5,12.0,5,11.4,160.0,160.0,0,1,0,26,0,0,39,44,0,0,5,5,5,7,1,1,9991,1.0,1.0,160.0,26-30,Graduate
6,12.166666666666666,5,13.8,131.7,131.0,0,1,0,20,0,0,1,1,1,1,6,6,6,7,1,1,9070,1.0,0.8333333333333334,131.35,17-20,Graduate
6,11.85,7,13.65,112.6,114.0,0,1,0,19,0,0,1,1,1,1,7,10,8,10,1,1,9500,0.8571428571428571,0.875,113.3,17-20,Graduate
4,11.0,5,11.2,111.1,120.0,0,1,0,31,0,0,1,39,0,0,5,8,5,6,1,1,9991,0.8,1.0,115.55,30+,Graduate
7,12.327777777777778,8,11.736,127.5,140.0,1,1,1,20,0,0,1,43,1,1,7,9,8,10,1,3,9500,1.0,1.0,133.75,17-20,Graduate
4,12.0,5,13.428571428571429,120.2,130.0,0,1,0,20,0,0,1,43,1,1,5,9,5,10,1,1,9085,0.8,1.0,125.1,17-20,Graduate
7,14.428571428571429,8,14.511111111111113,118.9,121.0,0,1,0,21,0,0,1,17,1,1,7,7,8,9,1,3,9500,1.0,1.0,119.95,21-25,Graduate
7,13.78,8,12.6125,119.9,130.0,0,1,0,18,0,0,1,1,1,1,7,7,8,8,1,3,9500,1.0,1.0,124.95,17-20,Graduate
6,13.8,6,13.8,127.3,141.0,1,1,0,19,0,0,1,17,1,1,7,7,7,7,1,2,9500,0.8571428571428571,0.8571428571428571,134.15,17-20,Graduate
7,14.857142857142858,7,15.142857142857142,127.9,131.0,1,1,0,18,0,0,1,1,1,1,7,7,7,7,1,1,9853,1.0,1.0,129.45,17-20,Graduate
5,13.0,5,12.6,133.0,133.1,0,1,0,34,0,0,38,39,1,0,6,8,6,7,4,1,9773,0.8333333333333334,0.8333333333333334,133.05,30+,Enrolled
6,12.142857142857142,6,13.333333333333334,114.6,117.0,1,1,0,18,0,0,1,17,1,0,6,7,6,6,1,3,9238,1.0,1.0,115.8,17-20,Graduate
6,15.666666666666666,6,14.833333333333334,144.5,151.0,0,1,0,18,0,0,1,1,1,1,6,7,6,6,1,2,9085,1.0,1.0,147.75,17-20,Graduate
5,12.5,7,12.166666666666666,125.4,131.0,0,1,0,19,0,0,1,17,1,1,7,13,8,14,1,1,9500,0.7142857142857143,0.875,128.2,17-20,Graduate
6,12.833333333333334,6,13.166666666666666,145.0,145.0,1,1,0,19,0,0,1,17,1,0,6,7,6,6,1,1,9238,1.0,1.0,145.0,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,138.1,135.0,0,0,1,28,0,0,1,39,1,0,6,6,6,7,1,1,9003,0.0,0.0,136.55,26-30,Dropout
6,12.5,6,12.666666666666666,124.6,119.0,0,1,0,20,0,0,1,17,1,1,6,6,6,6,1,1,9070,1.0,1.0,121.8,17-20,Graduate
4,11.25,5,13.0,130.8,122.0,0,1,0,18,0,0,1,1,1,1,6,14,6,9,1,2,9773,0.6666666666666666,0.8333333333333334,126.4,17-20,Graduate
6,15.25,6,15.25,140.5,155.0,0,1,0,18,0,0,1,1,1,1,7,7,7,7,1,2,9500,0.8571428571428571,0.8571428571428571,147.75,17-20,Graduate
5,14.0,3,12.0,124.1,123.0,1,1,0,20,0,0,1,1,1,1,5,13,5,10,1,1,9085,1.0,0.6,123.55,17-20,Graduate
10,12.076923076923077,11,12.090909090909092,118.4,130.0,0,1,1,28,0,0,1,43,1,0,10,16,10,13,1,1,9238,1.0,1.1,124.2,26-30,Graduate
10,14.625,9,14.88888888888889,128.2,133.1,0,1,0,23,0,1,1,15,1,0,10,16,10,12,1,1,9853,1.0,0.9,130.64999999999998,21-25,Graduate
4,10.5,2,10.5,109.5,114.0,0,1,0,19,0,0,1,1,1,1,7,10,7,7,1,1,9853,0.5714285714285714,0.2857142857142857,111.75,17-20,Dropout
6,12.833333333333334,6,12.166666666666666,131.1,137.0,1,1,0,18,0,0,1,17,1,1,6,8,6,6,1,1,9238,1.0,1.0,134.05,17-20,Graduate
6,12.5,5,11.8,137.9,161.0,1,0,1,20,0,1,1,1,1,0,6,6,6,7,1,3,9773,1.0,0.8333333333333334,149.45,17-20,Graduate
10,11.23076923076923,9,12.77777777777778,128.2,133.1,0,1,0,20,0,0,1,1,1,1,10,13,10,16,1,1,8378,1.0,0.9,130.64999999999998,17-20,Graduate
2,10.5,0,6.874999999999999,126.5,133.1,0,1,0,27,0,0,1,39,0,0,5,5,5,5,2,1,9991,0.4,0.0,129.8,26-30,Dropout
3,12.0,2,12.0,120.0,128.0,0,1,0,18,0,0,1,1,1,1,6,11,6,13,1,1,9853,0.5,0.3333333333333333,124.0,17-20,Dropout
7,10.985714285714286,8,12.3,123.0,133.1,1,1,0,34,0,0,19,39,1,0,7,10,8,11,4,2,9556,1.0,1.0,128.05,30+,Graduate
5,12.62,3,14.166666666666666,130.0,130.0,0,0,0,34,0,0,40,7,1,0,7,10,7,11,4,1,9500,0.7142857142857143,0.4285714285714285,130.0,30+,Dropout
6,13.0,8,14.2125,141.1,147.0,0,1,0,20,0,0,1,17,1,1,7,9,8,8,1,3,9500,0.8571428571428571,1.0,144.05,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,140.0,140.0,0,0,0,34,1,0,1,39,1,0,5,5,5,5,2,1,9119,0.0,0.0,140.0,30+,Dropout
0,7.399999999999999,0,6.874999999999999,133.6,140.0,0,1,0,22,1,0,1,42,1,1,5,0,5,0,1,1,9119,0.0,0.0,136.8,21-25,Dropout
6,13.5,6,13.333333333333334,123.5,133.1,0,1,0,34,1,0,19,39,1,0,6,6,6,6,2,2,9254,1.0,1.0,128.3,30+,Graduate
6,13.516666666666666,6,13.516666666666666,136.3,141.0,1,1,0,18,1,0,1,1,1,1,7,7,7,7,1,1,9500,0.8571428571428571,0.8571428571428571,138.65,17-20,Graduate
6,13.166666666666666,6,13.285714285714286,123.5,128.0,1,1,0,21,1,0,1,1,1,1,6,6,6,8,1,2,9070,1.0,1.0,125.75,21-25,Graduate
0,7.399999999999999,0,6.874999999999999,112.0,150.0,0,1,0,34,1,0,1,39,1,0,6,0,6,0,2,1,9085,0.0,0.0,131.0,30+,Dropout
6,13.125,6,13.0,160.0,160.0,1,1,0,22,1,0,39,44,1,0,6,8,6,10,1,1,9003,1.0,1.0,160.0,21-25,Graduate
3,14.4,0,6.874999999999999,110.0,133.1,0,1,0,31,1,0,1,39,1,0,6,15,6,16,1,1,9003,0.5,0.0,121.55,30+,Dropout
4,12.0,0,6.874999999999999,116.8,128.0,0,0,0,19,1,0,1,18,1,1,6,10,6,12,1,3,9853,0.6666666666666666,0.0,122.4,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,109.5,114.0,0,1,0,19,1,0,1,17,1,0,5,5,5,10,1,3,9254,0.0,0.0,111.75,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,100.0,133.1,0,1,0,31,1,0,19,39,1,0,7,7,7,7,1,1,9556,0.0,0.0,116.55,30+,Dropout
3,10.8,3,10.5,117.3,126.0,0,1,0,19,0,0,1,5,1,1,5,15,5,6,1,1,9147,0.6,0.6,121.65,17-20,Enrolled
0,7.399999999999999,0,6.874999999999999,130.0,133.1,0,1,0,30,0,1,1,39,1,0,6,0,6,0,2,2,9670,0.0,0.0,131.55,26-30,Dropout
7,16.13142857142857,8,15.52222222222222,137.8,129.0,1,1,0,20,0,0,1,51,1,1,7,7,8,9,1,1,9500,1.0,1.0,133.4,17-20,Graduate
7,14.838571428571427,8,14.8,136.5,140.0,1,1,0,18,0,0,1,17,1,1,7,7,8,9,1,1,9500,1.0,1.0,138.25,17-20,Graduate
3,10.333333333333334,3,12.0,138.7,133.1,0,1,0,31,0,0,1,39,0,0,5,7,5,6,4,1,9991,0.6,0.6,135.89999999999998,30+,Dropout
3,12.0,4,11.25,124.9,134.0,0,1,0,19,0,0,1,17,1,1,6,11,6,11,1,1,9254,0.5,0.6666666666666666,129.45,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,140.0,133.1,1,1,0,34,0,0,1,39,0,0,6,6,5,5,4,1,8378,0.0,0.0,136.55,30+,Dropout
6,13.166666666666666,6,14.0,122.6,132.0,1,1,0,20,0,0,1,17,1,1,6,6,6,6,1,2,9254,1.0,1.0,127.3,17-20,Graduate
8,13.9475,8,13.9475,129.5,131.0,1,1,0,19,0,0,1,1,1,1,8,8,8,8,1,2,9500,1.0,1.0,130.25,17-20,Graduate
3,11.333333333333334,0,6.874999999999999,155.0,133.1,0,1,0,22,0,0,1,1,1,0,5,6,5,5,1,1,9670,0.6,0.0,144.05,21-25,Dropout
7,12.75,7,12.285714285714286,100.0,133.1,0,1,0,26,0,0,1,1,0,0,8,11,7,7,1,1,8378,0.875,1.0,116.55,26-30,Graduate
5,12.6,5,11.25,137.6,160.0,1,1,0,19,0,0,1,18,1,1,5,6,5,8,1,1,9147,1.0,1.0,148.8,17-20,Graduate
6,12.25,6,12.25,120.0,120.0,0,1,0,29,0,0,3,7,1,1,8,8,8,8,1,1,9500,0.75,0.75,120.0,26-30,Dropout
0,7.399999999999999,2,11.666666666666666,114.0,114.0,0,1,0,20,0,1,1,15,1,0,7,14,7,12,1,1,9556,0.0,0.2857142857142857,114.0,17-20,Enrolled
5,11.0,5,11.4,139.0,140.0,1,1,0,34,0,0,1,1,0,0,5,8,5,7,4,1,9991,1.0,1.0,139.5,30+,Enrolled
10,11.833333333333334,9,12.7,110.0,102.5,0,1,0,34,0,0,1,39,1,0,10,16,10,16,1,1,9003,1.0,0.9,106.25,30+,Graduate
6,13.066666666666668,6,13.066666666666668,128.5,139.0,0,1,0,19,0,0,1,1,1,1,8,10,8,10,1,3,9500,0.75,0.75,133.75,17-20,Dropout
6,13.833333333333334,6,13.875,132.2,136.0,0,1,1,19,0,0,1,1,1,0,6,6,6,8,1,1,9070,1.0,1.0,134.1,17-20,Graduate
3,13.833333333333334,0,6.874999999999999,130.0,130.0,0,1,0,34,0,0,3,7,1,0,7,7,7,7,4,1,9500,0.4285714285714285,0.0,130.0,30+,Dropout
5,11.8,5,13.2,129.3,145.0,0,1,0,19,0,0,1,17,1,1,5,5,5,5,1,1,9130,1.0,1.0,137.15,17-20,Graduate
10,13.333333333333334,10,12.818181818181818,128.2,133.1,1,1,0,19,1,0,1,1,1,1,10,12,10,15,1,1,8378,1.0,1.0,130.64999999999998,17-20,Enrolled
8,13.74625,8,13.74625,130.3,146.0,0,1,0,18,1,0,1,1,1,1,8,8,8,8,1,3,9500,1.0,1.0,138.15,17-20,Graduate
0,7.399999999999999,0,6.874999999999999,160.15000000000003,159.0,0,1,0,19,1,0,1,1,1,1,2,0,2,0,1,1,8378,0.0,0.0,159.57500000000002,17-20,Dropout
0,7.399999999999999,0,6.874999999999999,130.0,133.1,0,1,0,34,1,0,19,39,0,0,6,0,6,0,2,1,8378,0.0,0.0,131.55,30+,Dropout
